rec_id,business_name,category,cuisine_type,city_metro,neighborhood,country,address,jacks_verdict,sentiment,platform,source_title,source_url,timestamp,publish_date,score_0_10,praise_strength,repeat,best_of_language,superlatives,dishes_called_out,must_order,price_mentioned,price_tier,city_cat_key,covered,notes
JDR-0364,Mariscos Jalisco,Food Truck,Mexican Seafood,Los Angeles,,USA,,Famous seafood taco truck; one of the best tacos he's had in LA. Freshest ceviche and bright sauces.,Positive,YouTube (Short),Trying the famous Mariscos Jalisco in LA for the first time,https://www.youtube.com/watch?v=-_KFkwa59M0,,2026-02-23,9,High,No,Yes,one of the best tacos I've had in LA,crunchy shrimp tacos; Poseidon Tostada,crunchy shrimp tacos,Poseidon Tostada $14,$,Los Angeles|Food Truck|Mexican Seafood,Yes,Two-man crew; famous for crunchy shrimp tacos with homemade salsas and avocado.
JDR-0374,Tev's Family Kitchen,Restaurant,Jamaican Soul Food,Los Angeles,,USA,,"Best Jamaican soul food in LA; family of 15 in the kitchen. The oxtail, mac and cheese, and rice have some of the best seasoning he's ever had on meat.",Positive,YouTube (Short),Trying the best Jamaican food in LA PT.1📍Tevs Family Kitchen #jamaicanfood #food #la #oxtail,https://www.youtube.com/watch?v=OHHSquSP7fI,,2024-10-17,9,High,Yes,Yes,best Jamaican soul food in LA; one of the best meals of your life,oxtail; caramelized plantains; mac and cheese; rice,oxtail,,$$,Los Angeles|Restaurant|Jamaican Soul Food,Yes,"Family-run, started in Jamaica; line down the block. Owner started cooking at age 9."
JDR-0385,Le Coupe,Restaurant,American (Fried Chicken),Los Angeles,,USA,,Supposedly one of the best fried chicken sandwiches in LA. A massive chili honey glazed sandwich with insane crunch; owner did fine dining 20 years before this.,Positive,YouTube (Short),Is this the best fried chicken sandwich in LA? 📍Le Coupe #foodie #friedchicken #mukbang,https://www.youtube.com/watch?v=vrFHHXQ9Fs0,,2023-11-27,9,High,Yes,Yes,one of the best fried chicken sandwiches in LA,chili honey glazed fried chicken sandwich,chili honey glazed chicken sandwich,,$$,Los Angeles|Restaurant|American (Fried Chicken),Yes,"Owner from Louisiana; marinates chicken 24 hours in hot sauce buttermilk, deep fries low and slow, dunks in chili honey glaze."
JDR-0124,Fairgrounds,Cafe / Restaurant,Wraps / sandwiches,Los Angeles,,USA,,The best new chicken Caesar wrap in the city; the miso chicken Caesar wrap earned a spot on his 'White Girl Michelin Guide.',Positive,YouTube (Short),"Trying LA’s best new chicken Caesar wrap 📍Fairgrounds, LA",https://www.youtube.com/watch?v=wgRfkZQHXz4,,2026-02-09,8,High,No,Yes,best new chicken Caesar wrap in the city; that dressing is phenomenal,Miso chicken Caesar wrap; Thai basil steak wrap,Miso chicken Caesar wrap,,$$,Los Angeles|Cafe / Restaurant|Wraps / sandwiches,Yes,"Everything made in house, imported Italian Parmesan, homemade miso dressing. Beware hidden Thai chilies in the Thai basil wrap."
JDR-0136,Tacos Los Cholos,Restaurant / taqueria,Mexican (tacos),Los Angeles,,USA,,What people say are the best tacos in LA; the prime ribeye tacos have some of the best meat he's ever had in a taco and the Anaheim burrito has a perfect tortilla.,Positive,YouTube (Short),"Trying what people say are the best tacos in LA 📍Tacos Los Cholos, LA #tacos #burritos",https://www.youtube.com/watch?v=eobnYD_oZCE,,2024-11-01,8,High,Yes,Yes,best tacos in LA; some of the best meat I have ever had in a taco in my life,"Prime ribeye tacos; Anaheim burrito (sweet green pepper, house-made chipotle mayo)",Prime ribeye tacos,,$$,Los Angeles|Restaurant / taqueria|Mexican (tacos),Yes,
JDR-0139,Daybird,Restaurant,Seafood (fish sandwich),Los Angeles,,USA,,"The viral $90 fish sandwich is the best fish sandwich he's ever had, but skip the $50 caviar add-on which adds nothing; the regular fried cod sandwich is a pretty good deal.",Positive,YouTube (Short),Trying the viral $90 fish sandwich from Daybird LA #sandwich #fishsandwich #la #food #foodie #viral,https://www.youtube.com/watch?v=sgq8-395sOc,,2024-08-20,8,High,No,Yes,the best fish sandwich I've ever had,"$90 fish sandwich (fried cod, homemade tartar sauce, caviar, Martin's potato roll)",Regular fish sandwich (skip the caviar),$90 (with caviar); caviar adds ~$50,$$$,Los Angeles|Restaurant|Seafood (fish sandwich),Yes,Explicitly advises skipping the $50 caviar upgrade.
JDR-0147,APL BBQ (APL Barbecue),Restaurant / barbecue,American barbecue,Los Angeles,,USA,,"The most viral barbecue in all of LA; pitmaster Adam Perry Lang does the craziest barbecue he's ever seen, chopping tomahawks and ribs, though $450 for the spread is still pretty expensive.",Positive,YouTube (Short),Trying the most viral BBQ in LA 📍APL BBQ - should we drop a part 2? #bbq #barbecue #steak #foodie,https://www.youtube.com/watch?v=S9UADEOdVYo,,2023-11-17,8,High,No,Yes,the most viral barbecue in all of LA; watching him is like watching Van Gogh paint live,Bone-in tomahawk; rack of ribs; slab of salmon (smoked on banana leaves); rack of lamb,Tomahawk,$450 (full spread),$$$$,Los Angeles|Restaurant / barbecue|American barbecue,Yes,Pitmaster Adam Perry Lang. Line wrapped around the block. Noted as pretty expensive.
JDR-0179,Mamie,Sandwich Shop,Italian,Los Angeles,West Hollywood,USA,,Already better than a lot of sandwiches; the gorgonzola cream is delicious.,Positive,YouTube (Short),"Trying the best new sandwich in LA PT.2 📍Mamie, West Hollywood #italiansandwich #sandwich #food",https://www.youtube.com/watch?v=Diuft-0EKsg,,2024-10-30,8,Medium,Yes,Yes,best new sandwich in LA,porchetta gorgonzola cream truffle cream roasted eggplant sandwich; Nutella dessert sandwich,porchetta gorgonzola cream sandwich,,,Los Angeles|Sandwich Shop|Italian,Yes,Pillowy bread holds sauces; dessert bread uses butter and sugar.
JDR-0182,Eggslut,Sandwich Shop,Breakfast,Los Angeles,,USA,,Genuinely some of the best hash browns I've ever had.,Positive,YouTube (Short),Trying the world’s most hyped up breakfast sandwich right now PT.2📍Eggslut #food #sandwich #foodie,https://www.youtube.com/watch?v=k2piQ8Xniqo,,2024-07-23,8,Medium,Yes,Yes,world's most hyped up breakfast sandwich; some of the best hash browns ever,truffle hash browns cooked in duck fat; bacon egg and cheese with over-easy egg,truffle hash browns,,,Los Angeles|Sandwich Shop|Breakfast,Yes,Hash browns compared to a Birkin bag; disliked ketchup on egg sandwich.
JDR-0185,Niku X,Steakhouse,Wagyu / Steak,Los Angeles,,USA,,Like going to Drake's house for dinner; supposedly the best steak in LA.,Positive,YouTube (Short),Trying the $400 Wagyu Tomahawk Steak from Niku X part 1 #steak #food #lafood,https://www.youtube.com/watch?v=fZ9Nk142V0g,,2024-05-03,8,Medium,Yes,Yes,supposedly the best steak in LA,$400 wagyu tomahawk steak flamed with Japanese whiskey; sausage medley,wagyu tomahawk steak,$400 wagyu tomahawk,$$$$,Los Angeles|Steakhouse|Wagyu / Steak,Yes,"Dry-aging room, in-house sommelier, robots delivering dishes, staff with earpieces."
JDR-0204,Don Chilaquiles,Restaurant,Mexican,Los Angeles,,USA,,That was delicious; I could get behind the chilaquiles trend,Positive,YouTube (Short),"Trying Mexican Chilaquiles for the first time! 📍Don Chilaquiles, LA #mexicanfood #lafood",https://www.youtube.com/watch?v=Hsb3OaKFBK4,,2026-03-19,8,Medium,No,No,most popular pastor chilaquiles,"pastor chilaquiles, agua de pina",pastor chilaquiles,$18,$,Los Angeles|Restaurant|Mexican,Yes,Flaming tower of pastor; freshly fried tortillas; could feed five; huge agua fresca
JDR-0219,Mamie,Sandwich Shop,Italian sandwiches,Los Angeles,West Hollywood,USA,,Already better than a lot of sandwiches I had in LA,Positive,YouTube (Short),"Trying the best new sandwich shop in LA PT.1 📍Mamie, West Hollywood #sandwich #italiansandwich",https://www.youtube.com/watch?v=5mA6DAkr4KA,,2024-10-29,8,Medium,Yes,Yes,best new sandwich shop in LA,"prosciutto di Parma sandwich with burrata, truffle cream, pesto, pistachios",prosciutto di Parma sandwich,,,Los Angeles|Sandwich Shop|Italian sandwiches,Yes,"Owner learned in Italy, mastered Tuscan ciabatta recipe in Paris; imported Italian meats and cheeses"
JDR-0222,Baked SoCal,Dessert,Cookies,Los Angeles,Santa Monica,USA,,The blueberry one might be my favorite; never seen anything like it,Positive,YouTube (Short),"Trying what people say are the best new cookies in LA PT.2 📍baked socal, LA #cookie #food",https://www.youtube.com/watch?v=Agn8D5RDGcs,,2024-09-09,8,Medium,Yes,Yes,best new cookies in LA,"brown butter chocolate chip with sea salt, cinnamon blueberry crumble cookie, peanut butter brownie cookie",cinnamon blueberry crumble cookie,$10 cookies,$$,Los Angeles|Dessert|Cookies,Yes,Run from a studio apartment in Santa Monica; sea salt cuts the sweetness
JDR-0249,Beverly Hills Cheese Shop,Deli,Sandwiches/Cheese,Los Angeles,Beverly Hills,USA,,Flavor-wise one of the better sandwiches I've had in a long time.,Mixed,YouTube (Short),Trying some of the best sandwiches in LA with Benny Blanco 📍Bev Hills Cheese shop #sandwich,https://www.youtube.com/watch?v=sK-dE8s0XK8,,2026-04-08,8,Medium,No,Yes,one of the best sandwich shops in LA; over 500 types of cheeses,La Roti prime rib sandwich; vegetarian pesto ricotta zucchini sandwich,La Roti prime rib,$30 La Roti,$$,Los Angeles|Deli|Sandwiches/Cheese,Yes,Soggy bun noted as a downside. Filmed with Benny Blanco.
JDR-0287,,Restaurant,Korean fried chicken,Los Angeles,,United States,,This is an incredible chicken sandwich,Positive,YouTube (Short),Trying what people say is the best Korean fried chicken in LA with @Pepsi ​⁠ #pepsipartner,https://www.youtube.com/watch?v=LRR9gesrvhI,,2026-05-20,8,High,No,Yes,supposedly the best Korean fried chicken in the city,honey butter wings; spicy gochujang wings; spicy Korean fried chicken sandwich,spicy Korean fried chicken sandwich,,,Los Angeles|Restaurant|Korean fried chicken,Yes,"Owner from Korea, started in a tent during COVID, three locations; business slow, Jack urges support. Venue name not stated (Pepsi partner)."
JDR-0288,Don Pollon,BBQ,Mexican barbecue,Los Angeles,,United States,,My first time trying Mexican-style barbecue and I absolutely love it,Positive,YouTube (Short),"Trying Mexican style BBQ for the first time 📍Don Pollon, LA #mexicanfood #tacos",https://www.youtube.com/watch?v=ItC1-aw4iMI,,2026-04-07,8,High,No,No,famous; insane charcoal-fired grilled meats,bone marrow steak tacos; mango habanero ribs; homemade corn tortillas,bone marrow steak tacos,,,Los Angeles|BBQ|Mexican barbecue,Yes,"Title says Don Pollon; transcript says Don Cholo. Owner from Puebla, Mexico; makes tortillas in the truck"
JDR-0326,Nashfin,Restaurant,Nashville Hot / Seafood,Los Angeles,,USA,,"This dude is on to something, might be the next Ronald McDonald",Positive,YouTube (Short),"Trying a Nashville hot fish sandwich for the first time 📍Nashfin, LA",https://www.youtube.com/watch?v=HVP384HMnx8,,2026-05-19,8,High,No,Yes,best Nashville fried fish sandwich in the world (owner's claim),"Nashville hot fish sandwich, hot fish tenders",Nashville hot fish sandwich with honey habanero,,,Los Angeles|Restaurant|Nashville Hot / Seafood,Yes,"Warns against the reaper spice level; homemade tartar, pickles, slaw"
JDR-0363,Raspados El Chilango,Dessert/Ice,Mexican,Los Angeles,,USA,"1075 N Western Ave, Los Angeles, CA 90029",Famous Mexican raspados run by Daniel and family for 20 years; incredibly refreshing and not too sweet. The strawberry coconut and mango tajin were banging.,Positive,YouTube (Short),"Trying the famous Mexican Raspados 📍Raspados El Chilango 1075 N Western Ave, Los Angeles, CA 90029",https://www.youtube.com/watch?v=Uwe3hAJqyuA,,2026-03-15,8,High,No,No,famous Mexican raspados,strawberry coconut raspado; mango tajin raspado; LA heat,strawberry coconut raspado,,$,Los Angeles|Dessert/Ice|Mexican,Yes,Family-run for 20 years on the same block; shaves ice from a tall ice tower.
JDR-0367,Chuy's Tacos,Restaurant,Mexican,Los Angeles,,USA,,"Famous crispy tacos, some of the most recommended in LA. Crunchiest tacos he's ever had, tender shredded beef; homemade salsa is great though the jalapeno one runs very spicy.",Positive,YouTube (Short),Trying the famous crispy tacos in LA 📍Chuy’s Tacos #tacos #losangeles,https://www.youtube.com/watch?v=_9uOpj-pJzY,,2025-10-19,8,High,No,No,famous Chuy's Crispy Tacos; some of the most recommended tacos in LA,crispy tacos with refried beans and slow-braised shredded beef; homemade salsa; spicy jalapeno salsa,crispy shredded beef tacos,,$,Los Angeles|Restaurant|Mexican,Yes,"10 tacos stuffed with refried beans, 4-hour slow-braised shredded beef, and cheese. Thinly sliced onions on top make it."
JDR-0382,,Restaurant,American (Fried Chicken),Los Angeles,,USA,,Chili honey fried chicken sandwich might be his favorite chicken sandwich ever; chicken is juicy with perfect crisp. Mac and cheese sauce a bit dry.,Positive,YouTube (Short),This might be the best fried chicken sammy in LA #friedchicken #friedchickensandwich #la #lafood,https://www.youtube.com/watch?v=ZFtTI5Exg6s,,2024-02-27,8,High,No,No,might be my favorite chicken sandwich ever,chili honey fried chicken sandwich; mac and cheese; corn ribs,chili honey fried chicken sandwich,,$$,Los Angeles|Restaurant|American (Fried Chicken),Yes,"Venue not named in title, description, or transcript; filmed with guest Kev."
JDR-0395,,Restaurant/Steakhouse,Japanese Wagyu,Los Angeles,,USA,,The $500 flaming wagyu tomahawk is the most expensive steak in LA; a personal butcher torches Japanese whiskey to caramelize the fat. One of the coolest dining experiences ever.,Positive,YouTube (Short),This steak will change your life…most likely financially #foodreels #steak #food,https://www.youtube.com/watch?v=5SUEcSa1TH8,,2023-01-24,8,High,No,No,most expensive steak in LA,flaming wagyu tomahawk,flaming wagyu tomahawk,wagyu tomahawk $500,$$$$,Los Angeles|Restaurant/Steakhouse|Japanese Wagyu,Yes,"Venue not named in title, description, or transcript. Full-blood wagyu from a privately owned New Zealand farm."
JDR-0270,Sun Life Organics,Cafe,Acai/Health,Los Angeles,,USA,,Extremely good; tried to be a hater but it's good.,Positive,YouTube (Short),Most expensive Açaí bowl in America     📍Sun Life Organics #acai #breakfast #lafood #viralfood,https://www.youtube.com/watch?v=UZJyRMSiCyA,,2024-04-10,7,Medium,No,Yes,most expensive acai bowl in America,the Billionaire Bowl acai bowl,Billionaire Bowl,$40 bowl,$$$,Los Angeles|Cafe|Acai/Health,Yes,Skeptical of $40 price and 'young raw coconut' but enjoyed it.
JDR-0224,Eggslut,Restaurant,Breakfast sandwiches,Los Angeles,,USA,,Looks better than it tastes; honestly slightly let down,Mixed,YouTube (Short),Trying the most hyped up sandwich in the world right now from Eggslut in Los Angeles PT.1📍Eggslut,https://www.youtube.com/watch?v=_kvEzLlveZs,,2024-07-23,6,Low,Yes,No,one of the most hyped up breakfast sandwiches in the world,"bacon egg and cheese with caramelized onions and avocado, truffle hash browns in duck fat",truffle hash browns,$65 for three sandwiches,$$,Los Angeles|Restaurant|Breakfast sandwiches,Yes,"Sandwich slightly let down; hash browns money, like a Michelin-star McDonald's hash brown"
JDR-0380,Erewhon,Grocery Store,Various/Health Food,Los Angeles,,USA,,Most expensive grocery store in America. The $20 Hailey Bieber smoothie tastes like a healthy strawberry milkshake and is incredible; the $27 poke and $20/lb cauliflower are overpriced.,Mixed,YouTube (Short),Trying the most viral items from the most expensive grocery store in America 📍Erewhon #foodreview,https://www.youtube.com/watch?v=HOK5NdTeqpg,,2024-04-22,6,Medium,No,No,most expensive grocery store in the country,Hailey Bieber smoothie; spicy tuna poke; Buffalo vegan cauliflower,Hailey Bieber smoothie,Hailey Bieber smoothie $20; spicy tuna poke $27; cauliflower $20/lb; $175 of items total,$$$$,Los Angeles|Grocery Store|Various/Health Food,Yes,Repeated commentary on overpricing.
JDR-0073,D'Vora Rari,Sandwich Shop,Italian-style Sandwiches,Madrid,,Spain,,"""top three sandwiches I had on this trip and honestly in Europe""",Positive,YouTube (long-form),The Best Sandwich in Spain!,https://www.youtube.com/watch?v=gvKq5JTsbUE,00:00,2025-10-01,9,High,No,Yes,highest rated sandwich shop in Madrid; best sandwich in Spain; top three in Europe,"Mortadella with burrata, pistachios and honey on homemade focaccia","Mortadella with burrata, pistachios and honey",,$$,Madrid|Sandwich Shop|Italian-style Sandwiches,Yes,Homemade focaccia and burrata; grew 1 to 9 locations after JDR's viral video
JDR-0103,,Sandwich Shop,Italian / Sandwiches,Madrid,,Spain,,"The most famous sandwich shop in Madrid, making everything in house from sauces to burrata (with its own burrata lab) and Tuscan schiacciata bread. The famous mortadella pistachio pesto sandwich with honey, pressed until the burrata turns creamy, is amazing.",Positive,YouTube (Short),Trying the most famous sandwich in Madrid #sandwich #italiansandwich #spain #foodie,https://www.youtube.com/watch?v=tkTiC9Kbl1A,,2024-03-21,9,High,No,Yes,most famous sandwich shop in all of Madrid,mortadella pistachio pesto sandwich with honey,mortadella pistachio pesto sandwich,,$,Madrid|Sandwich Shop|Italian / Sandwiches,Yes,Venue name not stated; has an in-house burrata lab. Sandwiches in Europe 'hit harder.'
JDR-0334,Divorare,Sandwich Shop,Italian Sandwiches,Madrid,,Spain,,One of the better balanced sandwiches I've ever had,Positive,YouTube (Short),Back trying the best sandwich in Madrid 📍Divorare #spain #sandwich #madrid #food,https://www.youtube.com/watch?v=hKlurRHUx90,,2025-03-25,9,High,No,Yes,best sandwich in all of Madrid; could go toe-to-toe with Florence,"mortadella burrata sandwich with pesto, pistachios, honey",mortadella burrata sandwich,,,Madrid|Sandwich Shop|Italian Sandwiches,Yes,"Homemakes bread and burrata in $80,000 Naples cheese machine"
JDR-0381,,Cafe/Churreria,Spanish (Churros),Madrid,,Spain,,"The most famous churros in the world, same recipe over 100 years. One of the coolest things he's ever seen; classic and pora churros dunked in homemade chocolate are amazing.",Positive,YouTube (Short),Trying the most famous churros in the world #churros #madrid #travel #dessert,https://www.youtube.com/watch?v=w1It9TX-4bA,,2024-03-24,9,High,No,Yes,most famous churros in the world,classic churro; pora churros; homemade chocolate,churros with chocolate,,$,Madrid|Cafe/Churreria|Spanish (Churros),Yes,"Specific churreria name not stated in title, description, or transcript. Double-fried churros; homemade from-scratch chocolate."
JDR-0251,Victor Churchill,Steakhouse,Steak/Butcher,Melbourne,,Australia,,One of the best steakhouses I've ever been to; better than US steaks.,Positive,YouTube (Short),"This is my favorite steakhouse in the world right now 📍Victor Churchill, Melbourne #steak",https://www.youtube.com/watch?v=DQc_ZtCywd4,,2026-03-01,10,High,No,Yes,my favorite steakhouse in the world right now; oldest family-run butcher in Australia,bone-in ribeye; lamb; eye of the ribeye,bone-in ribeye,,,Melbourne|Steakhouse|Steak/Butcher,Yes,"Butcher shop and restaurant in one, around since 1876. Dual wood-fired grills."
JDR-0074,Hector's Deli,Deli,Sandwiches / Deli,Melbourne,,Australia,,"""four for four. All these sandwiches were amazing.""",Positive,YouTube (long-form),I Flew across the world for this sandwich!,https://www.youtube.com/watch?v=HIzHmJrTFgc,00:34,2026-03-16,9,High,Yes,Yes,one of the best sandwich shops in Melbourne; pastrami as good as any in New York,Beef and pickle (pastrami); roast pork with pesto; fried chicken on milk bread; tuna melt,Beef and pickle (pastrami) sandwich,,$$,Melbourne|Deli|Sandwiches / Deli,Yes,"Founded by a 2-Michelin-star chef; bakes bread, cures own meat. First entry on Jack's world sandwich leaderboard"
JDR-0290,Hector's Deli,Sandwich Shop,Sandwiches,Melbourne,,Australia,,Phenomenal crunch and special sauce; the sauce game is so strong,Positive,YouTube (Short),Trying what people say is the best sandwich shop in Melbourne 📍Hector’s Deli,https://www.youtube.com/watch?v=-o0YisV82IQ,,2026-02-26,9,High,Yes,Yes,what people say is the best sandwich shop in Melbourne,beef and pickle sandwich; roast pork pesto; tuna melt; fried chicken sandwich,beef and pickle sandwich,,,Melbourne|Sandwich Shop|Sandwiches,Yes,"Started by two Michelin star chef; makes bread and sauces in-house, local farm ingredients"
JDR-0206,Yes Chef Reserve (Art Basel Miami),Activity,Sushi / Japanese fine dining,Miami,,USA,,Wagyu sandos with truffles probably my favorite bite of the dinner,Positive,YouTube (Short),This is what the Yes Chef Reserve Experience is like at Art Basel Miami PT.1,https://www.youtube.com/watch?v=UJx6QEvql6s,,2025-12-09,9,High,No,No,"$6,000 worth of imported Italian truffles","Ossetra royal caviar, capsule sushi box, red king crab with yuzu brown butter, Miyazaki A5 Wagyu sandos",Wagyu truffle sandos,"$200 caviar tasting; $6,000 truffles",$$$$,Miami|Activity|Sushi / Japanese fine dining,Yes,Five-course reserve dinner experience at Art Basel Miami; private Kyoto room
JDR-0275,Miami Slice,Pizza,Pizza,Miami,,USA,,Chance this is better than any New York slice I've ever had.,Positive,YouTube (Short),"Trying the best pizza in Miami Pt. 2 #food #pizza #foodie #miami 📍Miami Slice, Miami",https://www.youtube.com/watch?v=uKYN4wzSkAI,,2023-12-05,9,High,Yes,No,might be better than any New York slice ever had,slice with three cheese fondue and tomato dipping sauce; French onion slice with gruyere and red wine reduction,French onion slice,,,Miami|Pizza|Pizza,Yes,Compared to Scarr's/'industry pizza' favorite in NY. PT.2 clip.
JDR-0391,Komodo,Restaurant,Asian Fusion,Miami,Brickell,USA,,"Highest-grossing restaurant in America; the Peking duck is on another level. Duck pancakes, sesame sticky ribs, and money bag pork dumplings were all special.",Positive,YouTube (Short),"Komodos Peking duck is on another level 📍Komodo, Miami #foodshorts #asianfood",https://www.youtube.com/watch?v=kb5KPNE2Osk,,2023-05-16,9,High,No,Yes,highest grossing restaurant in America; Peking duck on another level,Peking duck; duck pancakes; sesame sticky ribs; money bag pork dumplings,Peking duck,,$$$$,Miami|Restaurant|Asian Fusion,Yes,Each duck takes 72 hours to prepare; sources fish from Japan four times a week.
JDR-0116,Sanguich,Restaurant,Cuban,Miami,Little Havana,USA,,"Known as the best Cuban sandwich in Miami, but his favorite was their crazy panko-crusted dish for eleven dollars.",Positive,YouTube (Short),Ultimate Little Havana food crawl in Miami📍El Ray De Las Fritas📍Sanguich📍Mary’s Cafe📍Versailles,https://www.youtube.com/watch?v=vL3ZbdtANJg,,2023-05-15,8,Medium,No,Yes,best Cuban in Miami,Cuban sandwich; panko dish,panko dish,$11 panko dish,$,Miami|Restaurant|Cuban,Yes,Part of Little Havana food crawl; transcript garbled around name.
JDR-0153,Miami Slice,Restaurant / pizzeria,Pizza,Miami,,USA,,"One of the best slices of pizza he's ever had, and it's in Miami; the omakase of pizza served slice after slice with no flop, plus a can't-miss off-menu pesto goat cheese slice.",Positive,YouTube (Short),Who knew Miami had some of the best pizza in the country 📍Miami Slice #pizza #foodshorts #miami,https://www.youtube.com/watch?v=Wt9Z1rsBPtU,,2023-05-14,8,High,Yes,Yes,one of the best slices of pizza I've ever had; the omakase of pizza,"Pepperoni with Parmesan, burrata and hot honey; mushroom truffle slice; off-menu pesto goat cheese slice; house-made fondue dip",Off-menu pesto goat cheese slice,,$$,Miami|Restaurant / pizzeria|Pizza,Yes,New York-style pizza in Miami. Personal slicer with house-made fondue dip.
JDR-0277,Papi Steak,Steakhouse,Steak,Miami,,USA,,Best dish no one talks about is Dave's house made pastrami.,Positive,YouTube (Short),"Who’s buying this $1000 wagyu tomahawk???📍Papi Steak, Miami #steak #food",https://www.youtube.com/watch?v=1nSiPRBL2iM,,2023-05-25,8,Medium,No,No,craziest dish you'll ever find at a restaurant,"$1,000 golden Wagyu tomahawk; house made pastrami",house made pastrami,"$1,000 3.5 lb Wagyu tomahawk",$$$$,Miami|Steakhouse|Steak,Yes,Owner referenced as Dave. Pastrami compared to Katz's.
JDR-0316,Sadelle's,Restaurant,American / brunch,Miami,,United States,,Might have the best chicken sammy in the game; don't skip it,Positive,YouTube (Short),Sadelles might have the best chicken Sammy in the game 📍Sadelles Miami #food #friedchicken #miami,https://www.youtube.com/watch?v=qh2Nxay-Rns,,2023-05-23,8,High,No,Yes,best chicken sammy in the game,chicken sandwich; French toast; smoked salmon platter,chicken sandwich,,,Miami|Restaurant|American / brunch,Yes,Known for smoked salmon platter but Jack says chicken sandwich is the best thing on the menu
JDR-0355,Jholanos,Restaurant,Italian / Burrata,Miami,,USA,,This place is burrata heaven,Positive,YouTube (Short),This place is burrata heaven 📍Jholanos Miami #food #foodshorts #foodreview,https://www.youtube.com/watch?v=Xf3vDBOdNf8,,2023-05-18,8,Medium,No,No,burrata heaven,burrata,burrata,,,Miami|Restaurant|Italian / Burrata,Yes,No transcript; verdict from title
JDR-0083,Joe's Stone Crab,Restaurant,Seafood,Miami,,USA,,"Most famous restaurant in Florida, 113 years old. Stone crab is meaty but only so good and it's really about the mustard sauce. The $9 half fried chicken is the deal to beat, and the key lime pie is top three.",Mixed,YouTube (Short),"Trying the most famous restaurant in Florida 📍Joes Stone Crab, Miami",https://www.youtube.com/watch?v=9PTeb-JnerQ,,2025-12-17,7,Medium,No,Yes,most famous restaurant in Florida; world-famous stone crab; top three key lime pie,jumbo stone crab claws; fried chicken; key lime pie,fried chicken; key lime pie,$30 per jumbo claw; $9 half fried chicken,$$$,Miami|Restaurant|Seafood,Yes,Stone crab underwhelming for the price; chicken and pie are the standouts. Key Lime Pie is the official pie of Florida.
JDR-0115,El Rey de las Fritas,Restaurant,Cuban,Miami,Little Havana,USA,,"First stop on a Little Havana crawl for the original Cuban frita, only $5.",Positive,YouTube (Short),Ultimate Little Havana food crawl in Miami📍El Ray De Las Fritas📍Sanguich📍Mary’s Cafe📍Versailles,https://www.youtube.com/watch?v=vL3ZbdtANJg,,2023-05-15,7,Medium,No,No,famous,Cuban frita,Cuban frita,$5 frita,$,Miami|Restaurant|Cuban,Yes,Part of Little Havana food crawl.
JDR-0117,Mary's Cafe,Restaurant / Cafe,Cuban,Miami,Little Havana,USA,,"A hidden gem literally built into a laundromat, for their $6 pan con bistec (steak sandwich).",Positive,YouTube (Short),Ultimate Little Havana food crawl in Miami📍El Ray De Las Fritas📍Sanguich📍Mary’s Cafe📍Versailles,https://www.youtube.com/watch?v=vL3ZbdtANJg,,2023-05-15,7,Medium,No,No,hidden gem,pan con bistec (steak sandwich),pan con bistec,$6 pan con bistec,$,Miami|Restaurant / Cafe|Cuban,Yes,Part of Little Havana food crawl; built into a laundromat.
JDR-0118,Versailles,Restaurant,Cuban,Miami,Little Havana,USA,,"Last stop on the crawl; even as a non-coffee drinker, their traditional Cuban blend coffee had him buzzing.",Positive,YouTube (Short),Ultimate Little Havana food crawl in Miami📍El Ray De Las Fritas📍Sanguich📍Mary’s Cafe📍Versailles,https://www.youtube.com/watch?v=vL3ZbdtANJg,,2023-05-15,7,Medium,No,No,,Cuban coffee,Cuban coffee,,$,Miami|Restaurant|Cuban,Yes,Part of Little Havana food crawl; transcript renders 'bursites' - identified as Versailles from title.
JDR-0195,Klaw,Restaurant,Seafood,Miami,,USA,,This place is not playing games.,Positive,YouTube (Short),"This place is not playing games 📍Klaw, Miami #food #reels #miami",https://www.youtube.com/watch?v=ZpfL2do261Y,,2023-05-31,7,Medium,No,No,,,,,,Miami|Restaurant|Seafood,Yes,Transcript empty; details from title only.
JDR-0295,,Restaurant,Japanese omakase,Monaco,,Monaco,,An unbelievably cool dining experience from start to finish,Positive,YouTube (Short),The world’s most insane omakase dinner! Follow @yeschefreserve on IG and enter waitlist to join,https://www.youtube.com/watch?v=oxC-EtBwLdI,,2025-08-17,9,High,No,No,one of the most insane dining experiences in the entire world,Toro caviar hand roll; roasted fatty tuna; fatty otoro with sea urchin,otoro with sea urchin,$800 bottle Prestige sake,$$$$,Monaco|Restaurant|Japanese omakase,Yes,"Yes Chef Reserve promo; Japanese-style estate in Monaco, 12 seats, once a year. No fixed venue name"
